"collaborator","title","abstract"
"Northwell Health-North Shore Long Island Jewish Medical Center","Functional Decline and Resilience in Older Women Receiving Adjuvant Chemotherapyfor Breast Cancer.","OBJECTIVES: To analyze self-reported changes in physical function in older womenwith breast cancer receiving adjuvant chemotherapy.DESIGN: Secondary analysis of the Cancer and Leukemia Group B (CALGB) prospective randomized clinical trial.SETTING: CALGB institutions in the United States.PARTICIPANTS: Women aged  and older with Stage I to III breast cancer enrolledin CALGB  who had physical function data from before and after receipt ofadjuvant chemotherapy (N=; mean age ., range -).MEASUREMENTS: Participants were administered the physical function subscale ofthe European Organization for Research and Treatment of Cancer Quality of LifeQuestionnaire before chemotherapy, at the end of chemotherapy, and  monthsafter chemotherapy initiation. Functional decline was defined as a more than-point decrease from baseline at each time point. Resilience was defined asreturn to within  points of baseline. Multivariable regression was used toexamine pretreatment characteristics associated with physical function changes.RESULTS: Of % of participants who had physical function decline from before tothe end of chemotherapy, % recovered by  months (were resilient). Almostone-third experienced functional decline from before chemotherapy to  monthslater. Pretreatment fatigue was a risk factor for functional decline from beforeto the end of chemotherapy (P=.). Risk factors for functional decline at months included pretreatment dyspnea (P=.) and being unmarried (P=.).CONCLUSION: Functional decline was common in older women receiving adjuvantchemotherapy for breast cancer in a clinical trial. Although half recovered theirphysical function, one-third had a clinically meaningful decline at  months.Strategies are needed to prevent functional decline in older adults receivingchemotherapy."
" University of California San Francisco","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" Duke University","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" Indiana University School of Medicine","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" University of Chicago Comprehensive Cancer","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
"Laboratory for Genotyping Development","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" RIKEN Center for Integrative Medical Sciences","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" Yale University School of Medicine","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" University of Southern California","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
"Southeast Clinical Oncology Research Consortium","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" Thomas Jefferson University","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
"De Bartolo Family Personalized Medicine Institute","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" Duke University School of Medicine","Identification of a Genomic Region between SLCA and HSPAB Associated withRisk of Bevacizumab-Induced Hypertension: CALGB  (Alliance).","Purpose: Bevacizumab is a VEGF-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. Hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. The factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.Experimental Design: To identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on  patients treated withbevacizumab ( cases developed early-onset grade  hypertension and  controlshad no reported hypertension in the first six cycles of treatment). SNP-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in  candidate genes.Results: Four common variantsin independent linkage disequilibrium blocks between SLCA and HSPAB wereamong the top associations. Validation in larger bevacizumab-treated cohortssupported association between rs with early grade + hypertension (P =.; OR, .) and systolic blood pressure > mm Hg (P = .; OR, .).rs was associated with early grade + hypertension in CALGB  (P =.; OR, .). These SNP regions are enriched for regulatory elements that maypotentially increase gene expression. In vitro overexpression of SLCA in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.Conclusions: The genomicregion between SLCA and HSPAB and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. Clin Cancer Res; (); -. © AACR."
" STO Trialists Group","J Natl Cancer Inst.  Jul ;():-. doi: ./jnci/djx.","Author information:()Department of Biosciences and Nutrition, Karolinska Institutet, Stockholm,Sweden.()Department of Surgery, University of California San Francisco, San Francisco,CA.()Buck Institute for Research on Aging, Novato, CA.()Department of Medical Epidemiology and Biostatistics, Karolinska Institutet,Stockholm, Sweden.()Department of Genetics, Lineberger Comprehensive Cancer Center, The Universityof North Carolina at Chapel Hill, Chapel Hill, NC.()Department of Pathology, University of California San Francisco, SanFrancisco, CA.()Department of Laboratory Medicine, University of California San Francisco, SanFrancisco, CA.()Center for Comparative Medicine, Department of Pathology and LaboratoryMedicine, University of California Davis, Davis, CA.()Department of Pathology, Keck School of Medicine, University of SouthernCalifornia, Los Angeles, CA.()Department of Pathology and Laboratory Medicine, University of CaliforniaIrvine, Irvine, CA.()Department of Pathology and Laboratory Medicine, University of California SanDiego, La Jolla, CA.()Department of Clinical and Experimental Medicine and Department of Oncology,Linköping University, Linköping, Sweden.()Department of Oncology-Pathology, Karolinska Institutet, Stockholm, Sweden."
"University of Pittsburgh","Phase Ib Study of Bavituximab With Carboplatin and Pemetrexed inChemotherapy-Naive Advanced Nonsquamous Non-Small-Cell Lung Cancer.","INTRODUCTION: Bavituximab is an immunomodulatory chimeric monoclonal antibodythat inhibits phosphatidylserine signaling, which promotes innate and adaptiveimmune responses. In this phase Ib trial we evaluated the safety, tolerability,and preliminary antitumor activity of pemetrexed, carboplatin, bavituximab inadvanced non-small-cell lung cancer (NSCLC).PATIENTS AND METHODS: Patients with advanced nonsquamous NSCLC and performancestatus  or  were treated with pemetrexed  mg/m and carboplatin area underthe curve  once every  weeks for up to  cycles, with concurrent bavituximab(., , or  mg/kg) intravenously weekly, using a standard + design. At themaximum identified dose, additional patients were enrolled to furthercharacterize the safety profile. The primary objective was to characterize thesafety, determine the dose-limiting toxicities (DLTs), and establish therecommended phase II dose of bavituximab in combination with pemetrexed andcarboplatin in incurable stage IV nonsquamous NSCLC.RESULTS: Between March ,  and December , ,  patients were enrolled.Three patients each were enrolled into dose escalation cohorts of bavituximab(., , and  mg/kg). Therapy was well tolerated with no DLTs, and toxicitieswere consistent with those expected from pemetrexed/carboplatin. Overall responsewas %, with a median progression-free and overall survival of . months and. months, respectively.CONCLUSION: The combination of pemetrexed, carboplatin, bavituximab is welltolerated. However, with toxicities and preliminary efficacy signal similar topemetrexed/carboplatin alone, further studies of bavituximab should focus on waysto enhance its immunomodulatory role."
" Inc","Phase Ib Study of Bavituximab With Carboplatin and Pemetrexed inChemotherapy-Naive Advanced Nonsquamous Non-Small-Cell Lung Cancer.","INTRODUCTION: Bavituximab is an immunomodulatory chimeric monoclonal antibodythat inhibits phosphatidylserine signaling, which promotes innate and adaptiveimmune responses. In this phase Ib trial we evaluated the safety, tolerability,and preliminary antitumor activity of pemetrexed, carboplatin, bavituximab inadvanced non-small-cell lung cancer (NSCLC).PATIENTS AND METHODS: Patients with advanced nonsquamous NSCLC and performancestatus  or  were treated with pemetrexed  mg/m and carboplatin area underthe curve  once every  weeks for up to  cycles, with concurrent bavituximab(., , or  mg/kg) intravenously weekly, using a standard + design. At themaximum identified dose, additional patients were enrolled to furthercharacterize the safety profile. The primary objective was to characterize thesafety, determine the dose-limiting toxicities (DLTs), and establish therecommended phase II dose of bavituximab in combination with pemetrexed andcarboplatin in incurable stage IV nonsquamous NSCLC.RESULTS: Between March ,  and December , ,  patients were enrolled.Three patients each were enrolled into dose escalation cohorts of bavituximab(., , and  mg/kg). Therapy was well tolerated with no DLTs, and toxicitieswere consistent with those expected from pemetrexed/carboplatin. Overall responsewas %, with a median progression-free and overall survival of . months and. months, respectively.CONCLUSION: The combination of pemetrexed, carboplatin, bavituximab is welltolerated. However, with toxicities and preliminary efficacy signal similar topemetrexed/carboplatin alone, further studies of bavituximab should focus on waysto enhance its immunomodulatory role."
" Emory University","Scaling Up and Tailoring the ""Putting Public Health in Action"" TrainingCurriculum.","Despite access to a growing menu of evidence-based interventions, public healthpractitioners continue to underuse them, in part because practitioners mayrequire new knowledge, skills, and resources to do so. Numerous foundations,universities, governmental agencies, and consultants are providing trainings toaddress the gaps in practitioners' capacity. To most significantly affectpopulation health, these trainings need to reach practitioners who may havelimited access to on-site trainings. Despite the number of organizations offeringtrainings, little is known about how to scale up trainings to efficiently extendtheir reach or how to tailor trainings to the needs of different intervention.The Cancer Prevention and Control Research Network and its collaborating centershave developed a training curriculum and delivered it in both in-person anddistance formats to a range of audiences. The purpose of this article is todescribe the training curriculum and findings from the Network's evaluation ofapproaches used to scale up delivery of the ""Putting Public Health Evidence inAction"" curriculum and tailor content for specific evidence-based interventions."
" Oregon Health & Science University","Scaling Up and Tailoring the ""Putting Public Health in Action"" TrainingCurriculum.","Despite access to a growing menu of evidence-based interventions, public healthpractitioners continue to underuse them, in part because practitioners mayrequire new knowledge, skills, and resources to do so. Numerous foundations,universities, governmental agencies, and consultants are providing trainings toaddress the gaps in practitioners' capacity. To most significantly affectpopulation health, these trainings need to reach practitioners who may havelimited access to on-site trainings. Despite the number of organizations offeringtrainings, little is known about how to scale up trainings to efficiently extendtheir reach or how to tailor trainings to the needs of different intervention.The Cancer Prevention and Control Research Network and its collaborating centershave developed a training curriculum and delivered it in both in-person anddistance formats to a range of audiences. The purpose of this article is todescribe the training curriculum and findings from the Network's evaluation ofapproaches used to scale up delivery of the ""Putting Public Health Evidence inAction"" curriculum and tailor content for specific evidence-based interventions."
" North Carolina Central University","Scaling Up and Tailoring the ""Putting Public Health in Action"" TrainingCurriculum.","Despite access to a growing menu of evidence-based interventions, public healthpractitioners continue to underuse them, in part because practitioners mayrequire new knowledge, skills, and resources to do so. Numerous foundations,universities, governmental agencies, and consultants are providing trainings toaddress the gaps in practitioners' capacity. To most significantly affectpopulation health, these trainings need to reach practitioners who may havelimited access to on-site trainings. Despite the number of organizations offeringtrainings, little is known about how to scale up trainings to efficiently extendtheir reach or how to tailor trainings to the needs of different intervention.The Cancer Prevention and Control Research Network and its collaborating centershave developed a training curriculum and delivered it in both in-person anddistance formats to a range of audiences. The purpose of this article is todescribe the training curriculum and findings from the Network's evaluation ofapproaches used to scale up delivery of the ""Putting Public Health Evidence inAction"" curriculum and tailor content for specific evidence-based interventions."
" Toho University Sakura Medical Center","Development and external validation of a nomogram to predict high-grade papillarybladder cancer before first-time transurethral resection of the bladder tumor.","BACKGROUND: The aim of this study was to identify the clinical predictors relatedto the risk of high-grade papillary bladder cancer before first-timetransurethral resection of a bladder tumor (TUR-Bt), and to develop and validatea nomogram predicting the risk of high-grade papillary bladder cancer.METHODS: A retrospective clinical study of consecutive patients who underwentfirst-time TUR-Bt for papillary bladder cancer was performed. Medical recordswere reviewed uniformly, and the following data were collected: age, sex,episodes of urinary symptoms, tumor size, number of tumors, location of thelargest tumor (lateral walls, base, posterior wall, dome, and anterior wall),tumor appearance (papillary or non-papillary, pedunculated or sessile), andurinary cytology. Data from  patients (Group A) were used for the developmentof a nomogram, while data from  patients (Group B) were used for its externalvalidation.RESULTS: High-grade papillary bladder cancer was pathologically diagnosed in .and .% of Group A and Group B patients, respectively. Based on univariableanalyses in Group A, macrohematuria, tumor size, multiple tumors, appearance, andpositive urinary cytology were selected as variables to incorporate into anomogram. The AUC value was . for the internal validation (Group A), and .for the external validation (Group B). This novel nomogram can predict high-gradepapillary bladder cancer accurately.CONCLUSIONS: The present nomogram can help clinicians calculate the probabilityin patients with bladder cancer before TUR-Bt and decide on earlier interventionand priorities for the treatment of patients diagnosed with bladder cancer."
" Chibaken Saiseikai Narashino Hospital","Development and external validation of a nomogram to predict high-grade papillarybladder cancer before first-time transurethral resection of the bladder tumor.","BACKGROUND: The aim of this study was to identify the clinical predictors relatedto the risk of high-grade papillary bladder cancer before first-timetransurethral resection of a bladder tumor (TUR-Bt), and to develop and validatea nomogram predicting the risk of high-grade papillary bladder cancer.METHODS: A retrospective clinical study of consecutive patients who underwentfirst-time TUR-Bt for papillary bladder cancer was performed. Medical recordswere reviewed uniformly, and the following data were collected: age, sex,episodes of urinary symptoms, tumor size, number of tumors, location of thelargest tumor (lateral walls, base, posterior wall, dome, and anterior wall),tumor appearance (papillary or non-papillary, pedunculated or sessile), andurinary cytology. Data from  patients (Group A) were used for the developmentof a nomogram, while data from  patients (Group B) were used for its externalvalidation.RESULTS: High-grade papillary bladder cancer was pathologically diagnosed in .and .% of Group A and Group B patients, respectively. Based on univariableanalyses in Group A, macrohematuria, tumor size, multiple tumors, appearance, andpositive urinary cytology were selected as variables to incorporate into anomogram. The AUC value was . for the internal validation (Group A), and .for the external validation (Group B). This novel nomogram can predict high-gradepapillary bladder cancer accurately.CONCLUSIONS: The present nomogram can help clinicians calculate the probabilityin patients with bladder cancer before TUR-Bt and decide on earlier interventionand priorities for the treatment of patients diagnosed with bladder cancer."
